Organization Name,Organization Name URL,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Employees,Monthly Visits,Headquarters Regions,Postal Code,Diversity Spotlight,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Contact Job Departments,Number of Contacts,Number of Private Contacts,Average Visits (6 months),Monthly Visits Growth,Estimated Revenue Range,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Number of Alumni,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
Polygon,https://www.crunchbase.com/organization/polygon-6a06,"Polygon has secured a contract for the management and repair of biomedical equipment and medical devices. They The foundations of their service for integration and completion are computerized management, staff training, and technical consultancy. The challenge is the management of prosthetic devices, which is already part of their service offering, as well as the development of an IT and organizational platform for home care.",https://www.polygon.eu,"Asset Management, Medical Device","Rome, Lazio, Italy",Polygon provides management and maintenance of biomedical equipment.,"1,009,424",1939-01-01,year,251-500,"4,165","European Union (EU), Europe, Middle East, and Africa (EMEA)",142,,Active,2023-03-08,day,,,For Profit,,,https://www.linkedin.com/company/polygon-spa,info.ts@polygon.eu,+39 06 544081,,,,,,,,,,,,,,,,"Financial Services, Health Care",,,,M&A,,,,,,,,,,10142.59%,,,,,,,,,,,,,,,,,,,,
Polo Nord,https://www.crunchbase.com/organization/polo-nord,"Polo Nord engages in the production and distribution of packaged food ice for small and large-scale retail trade. Polo Nord will meet the group's demand both in Italy and in nearby countries such as Switzerland or Austria through its factory, capable of producing 25 tons of ice per day and with the most advanced technology in the sector.",http://www.polonordice.it/,"Consumer, Wholesale","Pastrengo, Veneto, Italy",Polo Nord engages in the production and distribution of packaged food ice for small and large-scale retail trade.,"1,870,815",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",37010,,Active,2018-10-05,day,,,For Profit,,,,info@polonordice.it,+390456471171,,,,,,,,,,,,,,,,"Commerce and Shopping, Other",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polis Medialink,https://www.crunchbase.com/organization/polis-medialink,"Polis Medialink, publisher of the portal Youreporter.it. It provides online publishing services. The company was founded in 2008 and is based in Milan, Italy.",https://www.youreporter.it,"Publishing, Social Media Marketing","Milan, Lombardia, Italy",Polis Medialink srl is an online publishing servicing company.,"1,732,847",2008-01-01,year,,"10,266","European Union (EU), Europe, Middle East, and Africa (EMEA)",20135,,Active,2014-03-04,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,"Content and Publishing, Media and Entertainment, Sales and Marketing",,,,M&A,,,,,,,,,,-99.97%,,,,,,,,,,,,,,,,,,,,
Polis Fondi,https://www.crunchbase.com/organization/polis-fondi,Polis Fondi is an asset management present on the Italian market and specializing in alternative real estate funds and credit funds.,http://www.polisfondi.it/,Real Estate,"Milan, Lombardia, Italy",Polis Fondi is an asset management present on the Italian market and specializing in alternative real estate funds and credit funds.,"1,361,702",1998-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20121,,Active,2021-05-26,day,,,For Profit,,,https://www.linkedin.com/company/polis-fondi-sgr-p.a./,sgr@polisfondi.it,+39 02 32 06 00 1,,,,,Private Equity Firm,,,,,,,,,,,Real Estate,,,,M&A,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Poligof,https://www.crunchbase.com/organization/poligof,"Poligof is a manufacturer of film used in diapers, feminine hygiene and adult incontinence pads.",https://www.poligof.com,"Manufacturing, Personal Branding","Pieve, Veneto, Italy","Poligof is a manufacturer of film used in diapers, feminine hygiene and adult incontinence pads.","1,213,016",1979-01-01,year,251-500,228,"European Union (EU), Europe, Middle East, and Africa (EMEA)",LO 26854,,Active,2020-12-10,day,,,For Profit,,,,sales@poligof.it,+39 0371 21351,2,,,,,,,,,,,,,,,"Manufacturing, Sales and Marketing",,,,M&A,,,,,,,,,,12.68%,,,,,,,,,,,,,,,,,,,,
Poliblend,https://www.crunchbase.com/organization/poliblend,Poliblend manufacture plastic products.,https://www.poliblend.it/it,"Manufacturing, Plastics and Rubber Manufacturing","Mozzate, Lombardia, Italy",Poliblend manufacture plastic products.,"1,106,980",1999-01-01,year,51-100,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",22076,,Active,2020-09-02,day,,,For Profit,,https://www.facebook.com/Poliblend-SpA-1034846999889479/,https://www.linkedin.com/company/poliblend-spa/,info@poliblend.it,+39 0331,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLI S.p.A,https://www.crunchbase.com/organization/poli-s-p-a,"POLI is a manufacturer of rail braking equipment including brake discs for high-speed applications, as well as tread brake units and pneumatic brake valves that meet International Union of Railways (“UIC”) standards.",https://www.polibrakes.com,"Machinery Manufacturing, Manufacturing","Camisano, Veneto, Italy","POLI S.p.A is a manufacturer of complete brake systems, brake equipments and brake components for all kind of railway and tramway vehicles.","502,990",1816-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",CR 26010,,Closed,2008-06-01,day,2008-07-01,day,For Profit,,,https://www.linkedin.com/company/poli-spa,,,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pmflex,https://www.crunchbase.com/organization/pmflex,,https://pmflex.com/,"Consumer Electronics, Electronics, Manufacturing","Almenno San Bartolomeo, Lombardia, Italy","Pmflex is an industrial manufacturing organization that produces electrical appliances, electronics and with installation services.","1,836,762",1962-01-01,year,11-50,"1,272","European Union (EU), Europe, Middle East, and Africa (EMEA)",24030,,Active,2023-01-10,day,,,For Profit,,,https://www.linkedin.com/company/pm-plastic-materials/,info@pmflex.it,+39 03-555-4211,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing",,,,M&A,,,,,,"Management, Product, Sales",8,,,-69.61%,,,,,,,,,,,,,,,,,,,,
Plyform Composites,https://www.crunchbase.com/organization/plyform-composites,"Plyform Composites has been involved in the aerospace, defense, automotive, and industrial sectors. Using the equipment, its internal production is based on full management, from raw material purchase to final inspection. Their technical department adds value by providing the capability of designing and manufacturing a full range of tools, defining and setting up new equipment, managing supply chain technical interfaces, and providing, as an accompanying service, support.",https://www.plyform.it,"Aerospace, Manufacturing, Productivity Tools","Varallo Pombia, Piemonte, Italy",Plyform Composites manufactures and assembles advanced composite materials.,"1,115,567",1996-01-01,year,101-250,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",28040,,Active,2022-11-30,day,,,For Profit,,,https://www.linkedin.com/company/plyform-composites-srl/,info@plyform.it,+ 39 0321 950 111,,,,,,,,,,,,,,,,"Manufacturing, Science and Engineering, Software",,,,M&A,,,,,,,1,,,,$10M to $50M,,,,,,,,,,,,,,,,,,,
Plurima,https://www.crunchbase.com/organization/plurima,"Plurima is a document management and integrated health logistics service provider. Plurima provides supply of logistics, transport, administrative outsourcing and document archiving for the Public Administration and private companies.",http://www.plurima.info,"Document Management, Logistics, Supply Chain Management","Perugia, Umbria, Italy",Plurima is a document management and integrated health logistics service provider.,"546,792",1995-01-01,year,101-250,327,"European Union (EU), Europe, Middle East, and Africa (EMEA)",6073,,Active,2022-03-18,day,,,For Profit,,https://www.facebook.com/plurima.info,https://www.linkedin.com/company/plurima-group-spa/,plurima@plurima.info,+39 075 6059669,,,,,,,,,,,,,,,,"Information Technology, Software, Transportation",,,1,M&A,2019-01-11,,,,Private Equity,Operations,4,,,1103.06%,$10M to $50M,,,,,,,,,,Private Equity,,,,,,,Siparex Groupe,1,1
PLT energia Srl,https://www.crunchbase.com/organization/plt-energia-srl,"PLT Energia Srl operates in the field of renewable energy.PLT Energia Srl's main aim is to develop, build and manage wind, photovoltaic, biomass, and cogeneration power plants, as well as to establish itself as a trader in the market of electric energy.",https://www.pltenergia.it,Renewable Energy,"Cesena, Emilia-Romagna, Italy",PLT energia Srl operates in the field of renewable energy.,"92,985",,,1-10,92,"European Union (EU), Europe, Middle East, and Africa (EMEA)",47522,,Active,2022-12-02,day,,,For Profit,,,https://www.linkedin.com/company/plt-energia-spa,info@pltenergia.it,0547 317199,2,,,,,,,,,,,,,,,"Energy, Sustainability",,,1,M&A,2025-01-14,54200000,EUR,55859070,Debt Financing,,,,,,,,,,,,,,,,,,,,54200000,EUR,55859070,UniCredit,,1
PLM Systems,https://www.crunchbase.com/organization/plm-systems,"PLM Systems specializes in designing and building information systems for product lifecycle management systems, which help companies manage all relevant information about a product from its inception to its disposal. Companies can use them in engineering and other functions to innovate and manage new products.",https://www.plm-systems.com/,"Information and Communications Technology (ICT), Information Services, Information Technology","Torino, Piemonte, Italy",PLM Systems provides methodological and technological solutions to support the development process of industrial products.,"893,571",1996-01-01,year,101-250,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",10153,,Active,2020-05-19,day,,,For Profit,https://twitter.com/plmsystems,https://www.facebook.com/plmsystemsrl/,https://www.linkedin.com/company/plmsystemsrl/,info@plm-systems.com,+39 011 424 2118,3,,,,,,,,,,,,,,,Information Technology,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plati,https://www.crunchbase.com/organization/plati,,https://plati.it/,"Automotive, Electronics, Industrial, Lighting, Manufacturing","Bonate Di Sopra, Lombardia, Italy","Plati is a manufacturing company that produces cable harness, automotive, injectors, air conditioners, horticulture, and x-ray machines.","808,443",1973-01-01,year,51-100,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",24040,,Active,2019-06-17,day,,,For Profit,,,https://www.linkedin.com/company/plati-spa/,plati@plati.it,+39 035 4993 511,,,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing, Transportation",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plastitex S.p.A.,https://www.crunchbase.com/organization/plastitex-s-p-a,Plastitex S.p.A. manufactures composite materials for use in indoor and outdoor furniture.,http://www.plastitex.com/,"Manufacturing, Textiles","Carmignano Di Brenta, Veneto, Italy",Plastitex S.p.A. manufactures composite materials for use in indoor and outdoor furniture.,"2,492,608",1965-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",35010,,Active,2017-09-18,day,,,For Profit,,,https://www.linkedin.com/company/plastitex-s-p-a/,,+39 0495 95 71 96,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Plastic srl,https://www.crunchbase.com/organization/plastic-srl,"Plastic srl is a manufacturer of polymeric caps and closures for home care product applications. Plastic Srl predominantly manufactures single-bodied and assembled caps and closures, including child resistant closures, for home care product applications, such as detergent and household cleaning products.",https://www.plasticsrl.it,"Manufacturing, Plastics and Rubber Manufacturing","Forlì, Emilia-Romagna, Italy",Plastic srl is a manufacturer of polymeric caps and closures for home care product applications.,"1,120,019",,,,293,"European Union (EU), Europe, Middle East, and Africa (EMEA)",47122,,Active,2018-11-19,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plastiape,https://www.crunchbase.com/organization/plastiape,Plastiape manufactures and markets packaging products to cosmetic and pharmaceutical industries. It offers dry powder inhalers; caps and reducers for various applications; pharmaceutical packaging and delivery systems; cosmetic packaging; plastic handles and cardboard fitments; glue stick; medical components; and bottles and closures for various applications.,http://plastiape.com,"Manufacturing, Packaging Services","Osnago, Lombardia, Italy",Plastiape manufactures and markets packaging products to cosmetic and pharmaceutical industries.,"679,237",1969-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",23875,,Closed,2016-11-21,day,2019-07-01,day,For Profit,,,https://www.linkedin.com/company/plastiape-s-p-a-,info.plastiape@plastiape.com,+39 039 952981,,,,,,,,,,,,,,,,"Administrative Services, Manufacturing",,,1,M&A,2013-01-01,,,,Private Equity,,,,,,,,,,,,,,,,Private Equity,,,,,,,PM & Partners,,1
Plasta Rei,https://www.crunchbase.com/organization/plasta-rei,"Plasta Rei is a manufacturer of plastic grains for plastic bottles. Plasta Rei manufactures thermoplastic granules made from bio-based, fossil, and recycled resins.",https://www.plastarei.it,"Manufacturing, Plastics and Rubber Manufacturing","Cisterna Di Latina, Lazio, Italy",Plasta Rei manufactures plastic grains for plastic bottles.,"1,502,743",2021-01-01,year,101-250,24,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2024-02-16,day,,,For Profit,,,https://www.linkedin.com/company/plasta-rei/about,info@plastarei.it,,1,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,1,,,-5.66%,,,,,,,,,,,,,,,,,,,,
Plas,https://www.crunchbase.com/organization/plas,"Plas is a supplier of sheet metal working, metal carpentry, tube bending, and shaping.",,"Consulting, Precious Metals","Campagnola Emilia, Emilia-Romagna, Italy","Plas is a supplier of sheet metal working, metal carpentry, tube bending, and shaping.","1,319,791",1996-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2024-09-26,day,,,For Profit,,,,plas@plassrl.it,0522 652849,1,,,,,,,,,,,,,,,"Natural Resources, Professional Services",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plannet,https://www.crunchbase.com/organization/plannet-1992,,http://www.plannet.it,"Logistics, Software, Supply Chain Management","Reggio Nell Emilia, Emilia-Romagna, Italy",Plannet is a software solution and service provider that improve logistics and production process for supply chain planning and execution.,"1,365,817",2003-08-07,day,11-50,63,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2022-06-21,day,,,For Profit,https://twitter.com/PlannetSrl,https://www.facebook.com/PlannetSrl.SupplyChain/,https://www.linkedin.com/company/plannet-s.r.l./about/,info@plannet.it,39 0522 435959,,,,,,,,,,,,,,,,"Software, Transportation",,,,M&A,,,,,,Pro Services,2,,,-97.57%,$1M to $10M,,,,,,,,,,,,,,,,,,,
Pizzabo.it,https://www.crunchbase.com/organization/pizzabo-it,Pizza a domicilio e molto altro - ORDINA ONLINE su PizzaBo,http://www.pizzabo.it,"E-Commerce, Internet","Bologna, Emilia-Romagna, Italy",Pizza a domicilio e molto altro - ORDINA ONLINE su PizzaBo,"3,017,479",2010-01-01,year,,53,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,2016-02-11,day,2016-02-11,day,For Profit,https://www.twitter.com/pizzabo_it,https://www.facebook.com/pizzabo,https://www.linkedin.com/company/pizzabo,info@justeat.it,+39 36311425,,,,,,,,,,,,,,,,"Commerce and Shopping, Internet Services",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pixartprinting,https://www.crunchbase.com/organization/pixartprinting,"Pixartprinting offers online printing services focusing on web-to-print services. It is used mainly for graphic arts professionals, such as printers, advertising agencies, graphic studios, printer retailers, and institutional customers. It was established in 1994 and is operating in Quarto D'altino, Veneto.",http://www.pixartprinting.com,"Delivery, E-Commerce, Logistics, Printing, Shipping","Quarto D'altino, Veneto, Italy",Pixartprinting offers online printing services focusing on web-to-print services.,"273,200",1994-01-01,year,251-500,"126,441","European Union (EU), Europe, Middle East, and Africa (EMEA)",30020,,Active,2014-04-03,day,,,For Profit,http://twitter.com/pixartprinting,https://www.facebook.com/pixartprinting,,info.it@pixartprinting.com,39 04 22 82 33 01,22,,,,,,,,,,,,,,,"Administrative Services, Commerce and Shopping, Content and Publishing, Media and Entertainment, Transportation",1,Matteo Rigamonti,1,M&A,2008-01-01,,,,Private Equity,,,,"152,810",14.86%,,,,,,,,,,,Private Equity,,,,,,,Alcedo,,1
PiuStyle.com,https://www.crunchbase.com/organization/piustyle-com,,https://www.piustyle.com/it/,"E-Commerce, Fashion, Internet, Lifestyle","Turin, Piemonte, Italy",Italian Online Fashion MarketPlace,"2,808,968",2010-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2016-12-01,day,,,For Profit,,https://www.facebook.com/piustyleitalia,https://www.linkedin.com/company/piustyle.com,,,,,,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Internet Services",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PittaRosso,https://www.crunchbase.com/organization/pittarosso,"PittaRosso is a retailer in the Italian footwear market with a network of over 100 stores and a growing international presence of approximately 20 stores across France, Croatia and Slovenia. Through standard format stores averaging 1,500 square meters, PittaRosso sells a wide and diverse offering of footwear and complementary accessories for the whole family at attractive price points. The company is recognized for the quality of its product assortment and compelling value proposition for its customers. With an extensive supplier network in Italy and internationally that includes many leading sport shoe brands, PittaRosso is able to offer on-trend footwear for men, women and children at an unparalleled price-to-value ratio. ",http://www.pittarosso.com/it,"Consumer Goods, Outdoors, Retail, Shoes","Legnaro, Veneto, Italy",PittaRosso is a retailer of shoes and leather goods.,"291,807",1923-01-01,year,1001-5000,"717,754","European Union (EU), Europe, Middle East, and Africa (EMEA)",35020,,Active,2014-12-05,day,,,For Profit,https://twitter.com/PittaRosso,https://www.facebook.com/PittaRosso/,https://www.linkedin.com/company/10517732,servizioclienti@pittarosso.com,+39 055 414992,1,,,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Sports",1,Pierluigi Pittarello,,M&A,,,,,,,,,"700,192.67",-26.48%,$100M to $500M,,,,,,,,,,,,,,,,,,,
Pitagora,https://www.crunchbase.com/organization/pitagora,"Pitagora is specialized in the consumer credit market, in particular in the segment of loans against salary-backed loans.",https://www.pitagoraspa.it,"Credit, Finance, Financial Services, Insurance","Turin, Piemonte, Italy","Pitagora is specialized in the consumer credit market, in particular in the segment of loans against salary-backed loans.","733,801",1995-01-01,year,,"49,317","European Union (EU), Europe, Middle East, and Africa (EMEA)",10125,,Active,2015-04-22,day,,,For Profit,,https://www.facebook.com/Pitagoraspa,https://www.linkedin.com/company/pitagora-s.p.a.,,+39 01 133411,1,,,,,,,,,,,,,,,"Financial Services, Lending and Investments",,,,M&A,,,,,,Operations,4,,,14.48%,,,,,,,,,,,,,,,,,,,,
Pirelli Broadband Solutions,https://www.crunchbase.com/organization/pirelli-broadband-solutions,"Pirelli Broadband Solutions is the company within the Pirelli Group which develops products that enable the delivery of innovative services to the broadband connected homes and offices. With a portfolio comprising residential and small business access gateways, IPTV set-top boxes, home networking adapters, remote management systems, and fixed-mobile convergence solutions, Pirelli has been chosen as main Supplier by leading Service Providers and Telecom Operators.",http://www.pirellibroadband.com,"Hardware, Software","Milan, Lombardia, Italy",Pirelli Broadband Solutions develops products that enable the delivery of broadband connection to homes and offices.,"1,349,842",,,51-100,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20126,,Active,2010-01-01,month,,,For Profit,https://www.twitter.com/pirelli,https://www.facebook.com/pirelli,https://www.linkedin.com/company/pirelli-broadband-solutions/about/,,,,,,,,,,,,,,,,,,"Hardware, Software",,,,M&A,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
Pinsalab,https://www.crunchbase.com/organization/pinsalab,,https://www.pinsalab.it/en/,"Food and Beverage, Food Processing, Restaurants","Raggio, Emilia-Romagna, Italy","Pinsalab are into production of Pinsa, an Italian artisanal by using wheat, rice and soy flours.","1,010,643",2017-01-01,year,101-250,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",42124,,Active,2021-10-01,day,,,For Profit,https://twitter.com/pinsalab?lang=ca,https://www.facebook.com/pinsalabitalia,https://www.linkedin.com/company/pinsalab/,info@pinsalab.it,+39 0522 1754913,,,,,,,,,,,,,,,,Food and Beverage,,,1,M&A,2021-08-01,,,,Series A,,,,,,$1M to $10M,,,,,,,,,,Series A,,,,,,,Gruppo Bertoldi,,1
Pinino Winer,https://www.crunchbase.com/organization/pinino-winer,"PININO winery produces B.runello and Rosso di Montalcino from Sangiovese grapes in the Montosolis hills, north of the old center of Montalcino.",https://pinino.eu,Wine And Spirits,"Montalcino, Toscana, Italy",PININO winery produces Brunello and Rosso di Montaclino.,"2,587,037",1874-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2024-07-15,day,,,For Profit,,https://www.facebook.com/PininoWines,https://www.linkedin.com/company/pinino/about,office@pinino.com,+39 0577 849381,,,,,,,,,,,,,,,,Food and Beverage,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilotelli s.r.l.,https://www.crunchbase.com/organization/pilotelli-s-r-l,Pilotelli s.r.l. produces circular knitting machines. It also offers cylinders.,,Machinery Manufacturing,"Cazzago San Martino, Lombardia, Italy",Pilotelli s.r.l. produces circular knitting machines. It also offers cylinders.,"2,133,042",1983-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",BS 25046,,Active,2014-05-16,day,,,For Profit,,,,,+39 0307 75 05 84,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilosio,https://www.crunchbase.com/organization/pilosio,Pilosio provides engineering services and specialty construction materials business servicing.,http://pilosio.com/,"Consulting, Manufacturing, Real Estate","Tavagnacco, Friuli-Venezia Giulia, Italy",Pilosio provides engineering services and specialty construction materials business servicing.,"872,249",1961-01-01,year,101-250,"1,346","European Union (EU), Europe, Middle East, and Africa (EMEA)",33010,,Active,2015-01-12,day,,,For Profit,https://twitter.com/pilosiogroup,https://www.facebook.com/pilosiogroup/,https://www.linkedin.com/company/pilosiogroup/,,+39 0432 435311,1,,,,,,,,,,,,,,,"Manufacturing, Professional Services, Real Estate",,,,M&A,,,,,,,,,,147.94%,,,,,,,,,,,,,,,,,,,,
Pieralisi,https://www.crunchbase.com/organization/pieralisi,"Pieralisi is provides revolutionized traditional olive oil extraction systems, conquering domestic and international markets with the first decanter for olive-oil continuous processing.",http://www.pieralisi.com/,"Industrial, Industrial Manufacturing, Machinery Manufacturing, Manufacturing","Jesi, Marche, Italy",Pieralisi is an Italian manufacturer of olive oil extraction machinery.,"771,020",1888-01-01,year,251-500,"4,063","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2020-01-22,day,,,For Profit,https://twitter.com/GruppoPieralisi,https://www.facebook.com/pg/pieralisigroup,https://in.linkedin.com/company/gruppo-pieralisi,info@pieralisi.com,+39 0731 2311,4,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,"Engineering, Human Resources, Information Technology, Management, Operations",9,,,-40.89%,$50M to $100M,,,,,,,,,,,,,,,,,,,
Pieffe Group,https://www.crunchbase.com/organization/pieffe-group,"Pieffe, a pharmaceutical logistics company, offers storage, distribution and cold chain solutions to pharmaceutical companies.",,Logistics,"Sassuolo, Emilia-Romagna, Italy","Pieffe Group offers storage, distribution and cold chain solutions to pharmaceutical companies.","1,633,324",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",140-41049,,Active,2011-12-01,day,,,For Profit,,,,alberto.iacoli@ordineavvmodena.it,,,,,,,,,,,,,,,,,Transportation,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pickin',https://www.crunchbase.com/organization/pickin,,,"Advertising, Information Technology, Internet, Software","Milan, Lombardia, Italy",Softwares and Social media app rethinking the way users react to content. Allowing comparison among and within several types of media.,"343,006",2015-06-01,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,2016-10-01,month,,none,For Profit,,,https://www.linkedin.com/company/pickin-app,,,,,,,,,,,,,,,,,,"Advertising, Information Technology, Internet Services, Sales and Marketing, Software",2,"Alessandro Voltolini, Kamil Jamka",2,M&A,2016-01-05,100000,USD,100000,Seed,,,,,,,,,,,,,100000,USD,100000,Seed,120000,USD,120000,120000,USD,120000,,,
Piazza Rosa Group,https://www.crunchbase.com/organization/piazza-rosa-group,"Piazza Rosa S.r.l. was founded in 1983 by the Zanon family, and its subsidiary, WCS S.r.l., was founded in 2010 by the Zanon family and Mr. Daniele Rossi. Together, these entities comprise Piazza Rosa Group. Piazza Rosa Group operates three facilities in Italy, one facility in Romania, and one facility in Mexico.",http://www.piazzarosa-wcs.com/,"Automotive, Health Care","Belluno, Veneto, Italy","Piazza Rosa Group, a provider of mold and tool treatment and finishing services.","3,465,280",1983-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",32016,,Closed,2017-08-02,day,2017-08-04,day,For Profit,,,,info@paizzarosa.it,+390437478449,,,,,,,,,,,,,,,,"Health Care, Transportation",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piaggio Aerospace,https://www.crunchbase.com/organization/piaggio-aerospace,Piaggio Aerospace is dedicated to cutting edge aviation technology.,http://www.piaggioaerospace.it/,"Aerospace, Consulting, Manufacturing","Villanova D'albenga, Liguria, Italy",Piaggio Aerospace is dedicated to cutting edge aviation technology.,"305,150",1884-01-01,year,501-1000,"10,169","European Union (EU), Europe, Middle East, and Africa (EMEA)",17083,,Active,2024-12-27,day,,,For Profit,,,https://www.linkedin.com/company/piaggio-aero-industries/about/,,,10,,,,,,,,,,,,,,,"Manufacturing, Professional Services, Science and Engineering",,,,M&A,,,,,,"Engineering, Finance, Human Resources, Operations, Support",25,,,1840.61%,$100M to $500M,,,,,,,,,,,,,,,,,,,
PHYTO GARDA S.R.L.,https://www.crunchbase.com/organization/phyto-garda-s-r-l,,https://www.phytogarda.com/,"Alternative Medicine, Health Care","Bardolino, Veneto, Italy","PHYTO GARDA S.R.L. sells medical devices, food supplements and dermo-functional cosmetics.","2,155,460",2003-01-01,year,101-250,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2021-07-07,day,,,For Profit,,https://www.facebook.com/PhytoGarda/,https://www.linkedin.com/company/phyto-garda-s-r-l-/,info@phytogarda.it,+39 0456770222,,,,,,,,,,,,,,,,Health Care,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix International,https://www.crunchbase.com/organization/phoenix-international-0d70,"Phoenix International was formed in Italy in 1972 in Paderno Franciacorta close to Brescia, thanks to the farsighted vision of a group of young entrepreneurs who wanted to share their expertise and experience in the aluminum extrusion sector. Their mission was to create an independent and innovative company, focused on a core business marked with significant growth potential. Phoenix later moved to the new premises in Verdello (Bergamo), where it maintained its organization up to the late nineties. The years between 2000 and 2008 saw the acquisition of competing firms and workshops within large extrusion groups specialized in die production, as well as the finalization of green-field transactions. In February 2016, the company’s original founders and shareholders and the private equity fund sold their stakes to another prestigious fund, rooted in the continent’s major economies, through a transaction carefully planned over time and aimed at anticipating future international scenario.",http://www.phoenix-spa.com/,"Industrial, Manufacturing","Verdello, Lombardia, Italy",Phoenix International is a manufacturer of aluminum extrusion dies.,"357,551",1973-01-01,year,,"1,090","European Union (EU), Europe, Middle East, and Africa (EMEA)",24049,,Active,2019-05-21,day,,,For Profit,,,https://www.linkedin.com/company/phoenix-group-aluminium-extrusion-dies,info@phoenix-spa.com,,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,50.41%,,,,,,,,,,,,,,,,,,,,
