Organization Name,Organization Name URL,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Employees,Monthly Visits,Headquarters Regions,Postal Code,Diversity Spotlight,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Contact Job Departments,Number of Contacts,Number of Private Contacts,Average Visits (6 months),Monthly Visits Growth,Estimated Revenue Range,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Number of Alumni,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
Wonderlearn,https://www.crunchbase.com/organization/wonderlearn,Wonderlearn is an online platform aimed at selling video-courses. Courses are gived by professionals or experts on any kind of topic.,http://www.wonderlearn.com,"Education, Online Portals, Video","Rome, Lazio, Italy",An online platform of video-courses,"3,071,406",2011-01-01,year,1-10,302,"European Union (EU), Europe, Middle East, and Africa (EMEA)",196,,Closed,,,,none,For Profit,http://twitter.com/wonderlearnTW,,,info@wonderlearn.com,+39 06 397 23 162,,,,,,,,,,,,,,,,"Education, Internet Services, Media and Entertainment, Video",1,Emanuele Caronia,,,,,,,,,,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
WiTech SpA,https://www.crunchbase.com/organization/witech-spa,"Founded on October 2003 as a spin-off of the University of Pisa, WiTech provides high performance Managed Solutions and Services to create a measurable business value for wireless market through its portfolio.  WiTech’s Portfolio includes WiTech Wi-Fi Cloud  - a  cloud solution specifically designed for Wi-Fi project for Public and Prive Acces, WiTech Radius Operator Platform (WROP) (AAA, ASM, NMS, WiFi, DMS-TR069, TelcoGIS, Operational Portal)  - a carrier-grade and forward-looking OSS/BSS platform delivered also through Cloud edition for ISP/WISP and Vertical Markets.  WiTech has gained a recognized leadership in planning and designing cost-efficient wireless networks and, furthermore, has defined consolidated best practices for technology consulting, with an outstanding track record. With its R&D team, WiTech is developing best-of-breed solutions tailored to meet Telco key challenges for WSN/Smart Cities. WiTech has earned several industry recognitions, national and international, thanks to its hard work made of an inborn innovative and creative inclination.",http://www.witech.it,"Mobile, Software, Telecommunications, Wireless","Navacchio, Toscana, Italy",WiTech provides high-performance managed solutions and services to create measurable business value for wireless markets.,"759,380",2003-10-25,day,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",56023,,Closed,2018-08-13,day,,none,For Profit,http://twitter.com/witech_pisa,http://www.facebook.com/pages/Witech/598604413567311,http://www.linkedin.com/company/witech,info@witech.it,39 06 54 83 28 26,,,,,,,,,,,,,,,,"Hardware, Mobile, Software",1,Andrea Calcagno,2,M&A,2015-01-05,50000,EUR,59667,Grant,,,,,,,,,,,,,100000,USD,100000,Seed,100000,USD,100000,159667,USD,159667,EASME,,1
Wirex,https://www.crunchbase.com/organization/wirex,,https://www.wirex.it,"Casino, Software Engineering, Sports","Lamezia, Calabria, Italy","Wirex develops cloud platforms for sports betting, players management, casinos and live casinos with a focus on manageability & flexibility.","1,394,703",2002-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",88046,,Closed,,,,none,For Profit,https://twitter.com/wirexit,https://www.facebook.com/wirexit,https://www.linkedin.com/company/wirex,info@wirex.it,,,,,,,,,,,,,,,,,"Science and Engineering, Software, Sports, Travel and Tourism",,,,,,,,,,,1,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
Winter Universiade Trentino 2013,https://www.crunchbase.com/organization/organizing-committee-winter-universiade-trentino-2013,,http://www.universiadetrentino.org/,,"Trento, Trentino-Alto Adige, Italy",The Committee which organized the 26th FISU Winter Universiade in Trentino in December 2013,"3,717,150",2011-06-15,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",38122,,Closed,,,,none,For Profit,http://twitter.com/WUTrentino2013,http://www.facebook.com/WUTrentino2013,,socialmedia@universiadetrentino.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
Winmedical,https://www.crunchbase.com/organization/winmedical,"WinMedical brings to the market a modular, scalable and easy to use platform to continuously monitor vital signs of the Patient in hospital and at home: WINPACK. WinPack is the leading wearable modular device for real-time, continuous and simultaneous vital signs monitoring in non-critical care units and at home, offering: Continuous Non Invasive Blood Pressure – cNIPB, 5-Lead ECG, Heart Rate, Pulse Rate, SpO2, Body Temperature, Posture, and Respiration Rate. It is comfortable to wear, easy to use and lightweight. WinPack’s sensor modules enable monitoring of vital signs via Bluetooth or Wi-Fi while customizable alert settings allow early detection of Patient deterioration. WinPack keeps Patients continuously monitored by the medical staff - anytime and anywhere, whether in hospital or at home while offering an effective cost-reduction solution to healthcare providers. WinPack is the first customizable hardware and software solution for any hospital department, and delivers an increase in efficiency and effectiveness of clinical workflows. WinPack has been proven to generate costs savings and increase clinical efficiency for hospitals through several case studies, as well as through its use in hospital departments including: General Medicine, Haematology, Infectious Diseases, Pneumatology, Nuclear Medicine, Oncology, Post Surgical, Gastroenterology and Internal Medicine. WinPack allows: ->    Better Patient care ->    Valuable cost reductions for healthcare providers ->    Significant reduction of clinical risks ->    Considerable reduction of the medical professional liability and litigation risks ->    Seamless continuum of care from hospital to home through better care coordination and clinical collaboration  By connecting doctors, Nurses and Patients, WinPack improves the quality and turnaround time of the care of adults, infants and paediatric Patients in hospital and at home whether in bed or out of bed. Doctors and Nurses may access Patient’s data at anytime using our user friendly software solution on their PCs, Notebooks, Tablets and Smartphones.",http://www.winmedical.com/en,"Biotechnology, Health Care, Hospital, Medical, Medical Device, Software","Pisa, Toscana, Italy",WinMedical is a medical device company developing a modular and wearable monitoring system for Patients in low-acuity care units and home.,"392,189",2009-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",56121,,Closed,2018-01-03,day,,none,For Profit,https://twitter.com/winmedical_srl,https://www.facebook.com/Winmedical-173160332732786/timeline/,https://www.linkedin.com/company/w.i.n.-wireless-integrated-network,donato.mazzeo@winmedical.com,+390507519401,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering, Software",5,"Ferdinando Negri, Monica Vatteroni, Pietro Valdastri, Sergio Scapellato, Virginia Pensabene",5,M&A,2015-10-05,,,,Series A,,,,,,$1M to $10M,,,,,,,,,,Series A,1400000,EUR,1837516,3900000,EUR,5139363,"Italian Angels for Growth, Sviluppo Imprese Centro Italia",,2
Wineoox,https://www.crunchbase.com/organization/wineoox,"Wineoox is an application that enables Italian wineries to communicate with the world. It was launched on May 7, 2014, in Bologna, Italy.",http://wineoox.com,"Big Data, Brand Marketing, E-Commerce, Enterprise Software, Mobile, Wine And Spirits","Bologna, Emilia-Romagna, Italy",Wineoox is an application that enables Italian wineries to communicate with the world.,"3,449,076",2014-05-07,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",40126,,Closed,,,,none,For Profit,https://twitter.com/wineoox,https://www.facebook.com/wineoox,https://www.linkedin.com/company/wineoox,info@wineoox.com,,,,,,,,,,,,,,,,,"Commerce and Shopping, Data and Analytics, Food and Beverage, Mobile, Sales and Marketing, Software",4,"Genti Selenica, Klodian Asqeriu, Roberto Barbarito, Xhulio Selenica",1,Seed,2014-05-07,150000,EUR,208665,Seed,,,,,,,,,,,,,150000,EUR,208665,Seed,150000,EUR,208665,150000,EUR,208665,,,
Wind Telecomunicazioni,https://www.crunchbase.com/organization/wind-telecomunicazioni-s-p-a,"Wind Telecomunicazioni, commonly known as Wind, was an Italian telecommunications company of the VimpelCom group, which offered mobile telephony services. It was founded on 1 December 1997 by Enel, France Télécom and Deutsche Telekom, and then passed in 2005 under the control of Weather Investments, which in 2011 will become part of the VimpelCom group. On 31 December 2016 it merged with 3 Italy into Wind Tre, a joint venture equally controlled by CK Hutchison Holdings and VimpelCom. However, the brand remained active until 16 March 2020, the date on which the new joint venture adopted the unified brand.",https://www.wind.it/,Telecommunications,"Roma, Lazio, Italy",Wind Telecomunicazioni operated as a telecommunications company.,"990,734",1997-12-01,day,5001-10000,"17,645","European Union (EU), Europe, Middle East, and Africa (EMEA)",148,,Closed,2015-08-06,day,2016-12-31,day,For Profit,https://twitter.com/WindItalia,https://www.facebook.com/Wind,https://www.linkedin.com/company/wind/,,,,,,1,,,,,,,,,,,,Hardware,,,,M&A,,,,,,,1,,,-46.25%,$1B to $10B,,,,,,,,,,,,,,,,,,,
Wind Telecom,https://www.crunchbase.com/organization/wind-telecom-7335,"Wind Telecom (formerly Weather Investments) is a privately held telecommunication investment company 97% controlled by the Sawiris family and Naguib Sawiris. Wind Telecom owns 100% of Wind Telecommunicazioni, the third largest mobile operator and second largest fixed line operator in Italy.",https://www.windgroup.it/,Telecommunications,"Rome, Lazio, Italy",Wind Telecom operated as a telecommunications holding company.,"1,608,623",2005-06-01,month,251-500,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",148,,Closed,,,2017-12-01,day,For Profit,,,https://www.linkedin.com/company/wind-telecom-s.p.a./,,,,,,1,,,,,,,,,,,,Hardware,,,,,,,,,,"Engineering, Operations",11,,,,,,,,,,,,,,,,,,,,,,,
Wind Business Factor,https://www.crunchbase.com/organization/wind-business-factor,,http://www.windbusinessfactor.it/,"Consulting, Energy, Information Technology, Legal","Roma, Lazio, Italy",Wind Business Factor is an innovative project to support the creation of start-up and growth of innovative companies in Italy.,"3,238,944",,,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,http://twitter.com/windbizfactor,http://www.facebook.com/windbusinessfactor,,info@windbusinessfactor.it,,,,,,,,,,,,,,,,,"Energy, Information Technology, Professional Services",,,,,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
WIMO.it,https://www.crunchbase.com/organization/wimo-it,"Wimo is the ideal service for any activity that intends to increase its visibility, attract new customers and retain its own, offering a useful, welcome and innovative service. Free Wi-Fi for likes, Facebook login, Google login, Facebook integration, Coupon redemption, Social Engagement, informative and alert SMS, integrated Mailing list, access statistics, cloud control panel, Multilingual interface in Italian, English, French , Spanish and German. International login via Social networks, SMS, email, and PayPal.",http://wimo.it/,"Information Technology, Internet, Internet of Things","Roma, Lazio, Italy",WIMO.it is the ideal service for any activity that intends to increase its visibility.,"3,731,990",2010-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,https://www.facebook.com/wimofreewifi/,,,,,,,,,,,,,,,,,,,"Information Technology, Internet Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wifiLazooo,https://www.crunchbase.com/organization/wifilazooo,,https://wifi.lazooo.com,"Food and Beverage, Food Processing, Wireless","Milan, Lombardia, Italy",wifiLazooo is a wifi network that allows users to connect whenever available networks are available without multiple passwords.,"3,590,250",2014-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,,https://www.linkedin.com/company/wifilazooo,admin@lazooo.com,,,,,,,,,,,,,,,,,"Food and Beverage, Hardware, Mobile",1,Gioele Meoni,,,,,,,,,,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
Widerun,https://www.crunchbase.com/organization/widerun,"VR+ fitness is going to be one of the biggest opportunities in the next years, with the great combination of vr immersiveness, gaming patterns and social interaction. Their mission is to provide a full solution of VR-oriented plug & play equipment (bike-trainers, rowing machines, etc.), to build an ecosystem of both users and developers communities and a marketplace with additional games and VR worlds suited for various purposes: from home fitness to rehab programs and professional training solutions.",http://www.widerun.com/,"Communities, Fitness, Gaming, Marketplace, Social, Training","Trento, Trentino-Alto Adige, Italy",It provides a full solution of VR-oriented plug & play equipment.,"1,788,229",2013-01-01,year,1-10,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",38123,,Closed,,,2016-01-01,year,For Profit,https://twitter.com/Widerun,https://www.facebook.com/joinwiderun,,info@widerun.com,+39 3334430332,1,,,,,,,,,,,,,,,"Commerce and Shopping, Community and Lifestyle, Education, Gaming, Sports",3,"Alessandro Scipioni, Riccardo Avanzi, Tiziano Piccardi",1,Seed,2013-08-01,30000,USD,30000,Seed,,,,,,$1M to $10M,,,,,,,30000,USD,30000,Seed,30000,USD,30000,30000,USD,30000,,,
What's Up Today,https://www.crunchbase.com/organization/whats-up-today,"Experience the best of your city, download What's Up Today !  You can immediately take advantage of many special offers in the fields of catering, wellness, beauty , events and much more in many cities of Italy. Stop worrying to have forgotten the paper coupon at home , in the office or in a drawer somewhere or for not having ever used! Through our app you can immediately benefit of special offers, simply downloading What's Up Today on your iPhone or iPad and showing promotions directly to the partner.  We daily work with the activities of your city in order to assure the best possible deals.  With What's Up Today you do not receive unsolicited and annoying e-mails, no purchase is necessary and no coupon is required, which makes our service immediate and 100% eco-friendly!  Here's how it works:  1 ) Download free What's Up Today on your iPhone or iPad;  2 ) Open the application and choose your offer in the various categories;  3 ) Head to the merchant directly and show him you want to benefit from the promotion of;  4 ) Save and have fun!",http://www.whatsuptoday.com,Advertising,"Milan, Lombardia, Italy",What's Up Today was founded in 2012,"778,770",2012-10-01,day,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,http://twitter.com/whatsuptodayit,http://www.facebook.com/www.whatsuptoday.it,,info@whatsuptoday.it,+39 895 544 5598,,,,,,,,,,,,,,,,"Advertising, Sales and Marketing",1,massimo audia,,,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
Wetalk,https://www.crunchbase.com/organization/wetalk,Weta.lk integrate the best technologies available in social media to offer advertising service to top enterprise.  Weta.lk is official reseller in Italy for Radian6 and Ifeelgoods Inc.,http://weta.lk,"Advertising, Reputation","Roma, Lazio, Italy","Wetalk is a company that provides social media advertising and promotion, as well as online reputation management services.","3,093,593",2011-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",191,,Closed,,,,none,For Profit,,,,info@weta.lk,+390633225211,,,,,,,,,,,,,,,,"Advertising, Information Technology, Sales and Marketing",,,,,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
Werealize.it,https://www.crunchbase.com/organization/werealize-it,"Werealize.it is the crowdfunding platform designed to create small series of innovative and exclusive products, never traded before.",http://werealize.it,Crowdfunding,"Milan, Lombardia, Italy","Werealize.it is the crowdfunding platform designed to create small series of innovative and exclusive products, never traded before.","3,319,740",2013-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,https://twitter.com/werealize,https://www.facebook.com/pg/Werealize.it,https://www.linkedin.com/company/werealize-it/?originalSubdomain=in,,,1,,,,,,,,,,,,,,,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellnet,https://www.crunchbase.com/organization/wellnet-srl,"Wellnet Srl operates as an IT consultancy company that has been providing companies and institutions with expertise in web application development, web marketing and digital communication services since 2005.",https://www.wellnet.it,"Information Technology, Software","Milan, Lombardia, Italy",Wellnet operates as an IT consultancy company.,"2,142,838",2005-01-01,year,51-100,326,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20123,,Closed,2017-11-03,day,,none,For Profit,https://twitter.com/wellnet,https://it-it.facebook.com/wellnet/,https://www.linkedin.com/company/wellnet-s-r-l-/,info@wellnet.it,+39 02.87.39.86.38,,,,,,,,,,,,,,,,"Information Technology, Software",,,,M&A,,,,,,,,,,-78.95%,,,,,,,,,,,,,,,,,,,,
WeLinkLinks,https://www.crunchbase.com/organization/welinklinks,"The coolest way to save and share your favourite links. - The cool place to keep your favourite links and enjoy them from any browser. - Your bookmarks anywhere, anytime. Forever free! - Share your favourite links with friends, classmates, co-workers, or the universe!",http://www.welinklinks.com,"Browser Extensions, Social Bookmarking","Milano, Lombardia, Italy",The coolest way to save your bookmarks,"3,610,306",2013-08-08,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20131,,Closed,,,,none,For Profit,http://twitter.com/WeLinkLinks,,,info@thekidsroad.com,,,,,,,,,,,,,,,,,"Content and Publishing, Other, Software",3,"David Infanti, Federico Ruberti, Jeuffre Brena Pulido",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome 2,https://www.crunchbase.com/organization/welcome-2,"Calabria Card is a touristic card that allow to discover the best things of Calabria region. With our card, tourists can receive discounts, promotions and exclusive services, from commercial activities and cultural institutions accredited.",https://www.calabriacard.it/,Travel,"Catanzaro, Calabria, Italy",We are an Italian factory of digital ecosystems for tourism and cultural heritage,"253,383",2017-11-02,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,,,,+39 0961 1956546,,,,,,,,,,,,,,,,Travel and Tourism,1,Mike Shaw,1,Seed,2018-02-26,50000,EUR,61577,Seed,,,,,,,,,,,,,50000,EUR,61577,Seed,50000,EUR,61577,50000,EUR,61577,Enry's Island SpA,1,1
Weekend-a-gogo,https://www.crunchbase.com/organization/weekend-a-gogo,"Weekend-a-gogo is a Naples, Italy-based company.",http://weekendagogo.it,"Travel, Travel Agency","Naples, Campania, Italy","Weekend-a-gogo, an Italy-based company, offers weekend packages for tourists.","2,700,298",2013-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,http://twitter.com/weekendagogo,http://www.facebook.com/carmela.weekendagogo,,,199 446 310,,,,,,,,,,,,,,,,Travel and Tourism,1,Andrea Elestici,1,Seed,2013-07-15,450000,USD,450000,Seed,,,,,,,,,,,,,450000,USD,450000,Seed,450000,USD,450000,450000,USD,450000,Principia SGR,,1
WebWorking,https://www.crunchbase.com/organization/webworking,"WebWorking Srl operates as a digital marketing agency. It offers concept development, research, and planning services; and Web designing, UX designing, brand imaging, digital signage, packaging, and video editing services.",http://www.webworking.it/,"Advertising, Digital Marketing","Turin, Piemonte, Italy",WebWorking is operates as a digital marketing agency.,"3,346,563",2000-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",10123,,Closed,2016-02-26,day,2016-02-25,day,For Profit,,,https://www.linkedin.com/company/webworking-srl,,+39 01 18 12 90 40,,,,,,,,,,,,,,,,"Advertising, Sales and Marketing",1,Livio De Vito,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webtronic,https://www.crunchbase.com/organization/webtronic,"Webtronic is an Italian based online company, focused mainly on electronic hardware, and selling products BtoB and BtoC.",http://www.webtronic.it,"Hardware, Software","Arezzo, Toscana, Italy","Webtronic is an Italian based online company, focused mainly on electronic hardware, and selling products BtoB and BtoC.","1,317,310",2005-07-01,day,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",52100,,Closed,,,,none,For Profit,,https://www.facebook.com/webtronic,,info@webtronic.it,575407252,,,,,,,,,,,,,,,,"Hardware, Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We-Speek,https://www.crunchbase.com/organization/we-speek,"We-Speek is an Educational social networking website designed primarily for language exchange, where members can learn and practice the languages they study or just they want to know, thanks to multiple solutions that offers We-Speek, like: instant messaging system, vocal and video-chat and much more, users improve their studies of languages, experience new cultures and meet new people all over the world. The purpose of We-speek.com is to establish content based websites for the purpose of learning among peers.",http://we-speek.com,"Education, Social Media, Social Media Management","Udine, Friuli-Venezia Giulia, Italy",Social media platform for foreign languages exchange and learning.,"3,487,029",2014-10-23,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,https://www.facebook.com/781638711902452,,info@we-speek.com,+393883406202,,,,,,,,,,,,,,,,"Education, Internet Services, Media and Entertainment, Sales and Marketing",2,"Artur Almakaev, Denis G. Kozminykh",,,,,,,,,,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
Wayonara,https://www.crunchbase.com/organization/wayonara,"Wayonara is a tradename owned by Nextop, a limited company founded in Italy during mid 2013 by Carlo Oppo Demarchi (Expedia, Yahoo, Gruppo Espresso) and Salvatore Baldinu (Freshfields, H&M), two business travellers who have often experienced the excitement and the pain of planning and booking multimodal complex trips. It started as a research project bootstrapped by founders and co-financed by the Scientific Park of Sardegna Ricerche, a Sardinian public entity for R&D who launched the first online newspaper in Europe under the direction of the Noble Prize Carlo Rubia.",https://www.wayonara.com,"Social Network, Travel, Travel Agency","Cagliari, Sardegna, Italy",Build the trip of your dreams through the experiences shared by other travellers.,"232,650",2013-08-07,day,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",9123,,Closed,,,,none,For Profit,http://www.twitter.com/wayonara,https://www.facebook.com/wayonaracom,https://www.linkedin.com/company/wayonara,info@wayonara.com,,,,,,,,,,,,,,,,,"Internet Services, Travel and Tourism",4,"Carlo Oppo, Christiane Bojer, Michele Meloni, Salvatore Baldinu",4,,2016-01-01,,,,Grant,,,,,,$1M to $10M,,,,,,,135000,EUR,148717,Equity Crowdfunding,135000,EUR,148717,135000,EUR,148717,"Sardegna Ricerche, Impact Hub Milan, Salvatore Baldinu, Carlo Oppo, Christiane Bojer",,5
Way4spot,https://www.crunchbase.com/organization/way4spot,"Way4spot is a social platform for carpooling dedicated to outdoor sports. Way4spot suggests sportsmen the most popular spots and helps them to meet at common gathering points along the way, so that they may arrange carpooling. Way4spot is a web application (soon available on mobile) that connects outdoor sports enthusiasts. Lets share the passion for sport",http://www.way4spot.com/,"Apps, Sports, Web Development","Rome, Lazio, Italy",Way4spot is a sports & carpooling company,"3,193,851",2012-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,https://twitter.com/way4spot,,,info@way4spot.com,,,,,,,,,,,,,,,,,"Apps, Software, Sports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wave Group,https://www.crunchbase.com/organization/wave-group,"WaveGroup is a global management consulting, technology services and outsourcing company, with over 1.300 employees; focused on: Consulting, Factory, 3D & Media, Outsourcing, Training and Communication.",http://www.wavegroup.it/en,"Information Technology, Software","Brescia, Lombardia, Italy",IT Consulting,"738,419",,,1001-5000,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",25081,,Closed,,,,none,For Profit,,,http://www.linkedin.com/company/wave-tv,,39 030 687561,8,,,,,,,,,,,,,,,"Information Technology, Software",1,Massimo Sgrelli,,,,,,,,"Engineering, Information Technology, Operations",8,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
Wardrobe,https://www.crunchbase.com/organization/wardrobe,"Wardrobe allows the user to create digital wardrobe, enter avenues, follow friends, and VIP wardrobes.",http://www.wardrobe.net/,"Apps, E-Commerce, Shopping, Social","Roma, Lazio, Italy","Wardrobe allows the user to create digital wardrobe, enter avenues, follow friends, and VIP wardrobes.","1,948,856",2015-09-28,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,https://twitter.com/Wardrobe_net,,,,,,,,,,,,,,,,,,,,"Apps, Commerce and Shopping, Community and Lifestyle, Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wami,https://www.crunchbase.com/organization/wami-srl,"Wami is a tech company that has been working in the travel industry since the end of 2012.  We offer a network of mobile guides that support travelers with a handy tool for smartphones and tablets to discover the best of a territory. The main focus of our guides is to enable a more genuine experience of the territory, providing travelers with everything they need to enjoy a city or a territory at its fullest - from local “pills of wisdom” about what to do and to see there to the access to services related to their staying, such as accommodation, dining, transportation, etc. Although travel is a crowded market, we feel that there is a big opportunity for us.  We’ve always been keen travelers and our experience taught us that when you’re planning a journey, you usually have a hard time trying to discern the trusted sources of information among the many options you have because of fake reviews, outdated information and poor suggestions.  That’s why we created Wami. Wami is like the local friend you would call for advice.  Our mobile guides combine up-to-date information of general interest coming from open data and social data with unique local tips. Content is taken from selected sources, validated and optimized: it features the main points of interest in the area and all the activities you can enjoy during the day and at night. Wami apps are free for the final users and boast state-of-the-art design, offline maps, offline content and a smart geolocated system called Amerigo, that can suggest you what to do according to your position, the time of the day and the weather conditions.  Also, users can count on geolocated services that are displayed in the exact moment they might need them. We take maximum care for the user experience, that we believe should be an outstanding travel experience, enabled and improved by technology. Wami is already on the market with 25 applications - native applications for iOS and Android devices and a HTML5 version that we developed as technical partners of local editors.  We’re currently switching to a new business model, though, where our philosophy is further enhanced and Wami has full control of the process. We are starting to profile our users and implementing a pay-per-person marketing strategy. The company is based in Treviso, Italy. We’re 6 people and 5 of us are software engineers. The founders, Enrico and Carlo, are both developers and they’ve been working together for over ten years. Carlo is currently in London, UK to explore the international opportunities for Wami. Our goal is to entirely cover Italy and to extend our reach to Europe and eventually overseas and we are looking for a seed investment to sustain both product development and business development.",http://www.wami.it,"Location Based Services, Software, Tourism, Travel","Farra Di Soligo, Veneto, Italy",Mobile travel guides to discover the gems of a territory from the point of view of locals.,"3,355,695",2012-11-01,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",31010,,Closed,,,,none,For Profit,http://twitter.com/wamiguides,http://www.facebook.com/wamiguides,http://www.linkedin.com/company/wami-srl,info@wami.it,,1,,,,,,,,,,,,,,,"Data and Analytics, Internet Services, Navigation and Mapping, Software, Travel and Tourism",2,"Carlo Schiesaro, Enrico Piovesan",2,Seed,2013-01-01,70000,USD,70000,Seed,,,,,,$1M to $10M,,,,,,,70000,USD,70000,Seed,120000,USD,120000,120000,USD,120000,,,
Wallet-E,https://www.crunchbase.com/organization/wallet-e,"Wallet-E is a new start-up in the world of mobile payments and e-money innovation. Designed and Created with passion and skill by its founders. They immediately put customers needs at the heart of the company.  The needs of the customers and the willingness to provide the correct answers to the needs of this “new connected world” are the engine of their innovations, developed with special attention to the costs but with the highest level of reliability and safety.  Wallet-ABILE mPOS device is certified EMV-L1 and L2 & PCI PTS to ensure full compatibility and safety with traditional payment systems. The entire software platform and Web Merchant Management App will be certified PCI-DSS for total security management of financial data and sensitive information of their customers.",https://www.wallet-e.com/,"Financial Services, Mobile Payments","Milano, Lombardia, Italy",Wallet-ABILE is a solution that allows you to receive hassle-free payments with payment cards,"3,514,360",2013-01-01,year,1-10,143,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20123,,Closed,,,,none,For Profit,https://twitter.com/WalletEsrl,https://www.facebook.com/walletsrl,https://www.linkedin.com/company/3171714/,info@wallet-e.com,+390238601711,,,,,,,,,,,,,,,,"Financial Services, Mobile, Payments, Software",,,,,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
